REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
G-KOKL,,DIMO,,,,,,,,,,,,,,403F5E,L1P,PRIVATE,UNITED KINGDOM
G-KOKO,,S22T,,,,,,,,,,,,,,40755C,L1P,,UNITED KINGDOM
G-KOLB,,ULAC,,,,,,,,,,,,,,4037B4,,PRIVATE,UNITED KINGDOM
G-KOLI,,RALL,,,,,,,,,,,,,,403214,L1P,PRIVATE,UNITED KINGDOM
G-KOLO,,FA8X,,,,,,,,,,,,,,40785D,L3J,,UNITED KINGDOM
G-KONG,,RF6,,,,,,,,,,,,,,4038D9,L1P,PRIVATE,UNITED KINGDOM
G-KORE,,UNDEFINED,,,,,,,,,,,,,,406838,,,UNITED KINGDOM
G-KOSC,,SPIT,,,,,,,,,,,,,,407ADE,L1P,,UNITED KINGDOM
G-KOTA,,P28B,,,,,,,,,,,,,,402D60,L1P,PRIVATE,UNITED KINGDOM
G-KOVU,,C150,,,,,,,,,,,,,,401903,L1P,PRIVATE,UNITED KINGDOM
G-KOYY,,NIMB,,,,,,,,,,,,,,404EC6,L1P,PRIVATE,UNITED KINGDOM
G-KPEM,,VENT,,,,,,,,,,,,,,40793E,,,UNITED KINGDOM
G-KPTN,,FA50,,,,,,,,,,,,,,406110,L3J,,UNITED KINGDOM
G-KRAN,,SF25,,,,,,,,,,,,,,407738,L1P,,UNITED KINGDOM
G-KRBN,,E55P,,,,,,,,,,,,,,407064,L2J,CATREUS,UNITED KINGDOM
G-KRBY,,RV8,,,,,,,,,,,,,,4073F0,L1P,,UNITED KINGDOM
G-KRES,,UNDEFINED,,,,,,,,,,,,,,403C64,,,UNITED KINGDOM
G-KRIB,,R44,,,,,,,,,,,,,,405FB4,H1P,CRIBARTH HELICOPTERS,UNITED KINGDOM
G-KRII,,KR2,,,,,,,,,,,,,,402F45,L1P,PRIVATE,UNITED KINGDOM
G-KRMA,,C425,,,,,,,,,,,,,,40113D,L2T,SPEEDSTAR HOLDINGS LTD,UNITED KINGDOM
G-KRMT,,EFOX,,,,,,,,,,,,,,407C5B,,,UNITED KINGDOM
G-KRNO,,A109,,,,,,,,,,,,,,407C94,H2T,,UNITED KINGDOM
G-KRTO,,KR2,,,,,,,,,,,,,,40759A,L1P,,UNITED KINGDOM
G-KRUZ,,CRUZ,,,,,,,,,,,,,,40582F,L1P,PRIVATE,UNITED KINGDOM
G-KRWR,,GLID,,,,,,,,,,,,,,406B7D,,,UNITED KINGDOM
G-KSFR,,CL30,,,,,,,,,,,,,,4057F1,L2J,TAG AVIATION (UK) LTD,UNITED KINGDOM
G-KSHI,,BE35,,,,,,,,,,,,,,4.05E+96,L1P,,UNITED KINGDOM
G-KSIR,,GLAS,,,,,,,,,,,,,,4038FC,L1P,PRIVATE,UNITED KINGDOM
G-KSIX,,GLID,,,,,,,,,,,,,,405C9C,,PRIVATE,UNITED KINGDOM
G-KSKS,,BALL,,,,,,,,,,,,,,404465,,PRIVATE,UNITED KINGDOM
G-KSKY,,BALL,,,,,,,,,,,,,,404233,,PRIVATE,UNITED KINGDOM
G-KSMC,,C42,,,,,,,,,,,,,,407F40,,,
G-KSOH,,C25M,,,,,,,,,,,,,,407B56,L2J,,UNITED KINGDOM
G-KSSA,AIR AMBULANCE KENT SURREY SUSSEX,EXPL,EXPLORER,,VCH,L,,,HLE,,,,,,,4068DB,H2T,KENT SURREY AND SUSSEX AIR AMBULANCE,UNITED KINGDOM
G-KSSC,AIR AMBULANCE KENT SURREY SUSSEX,A169,,,VCH,L,,,HLE,,,HLE21,,,,4074BF,H2T,,UNITED KINGDOM
G-KSSH,SPECIALIST AVIATION SERVICES,EXPL,EXPLORER,,VCH,L,,,PLC,,,,,,,404256,H2T,SPECIAL AVIATION SERVICES,UNITED KINGDOM
G-KSST,AIR AMBULANCE KENT SURREY SUSSEX,A169,,,VCH,L,,,HLE,,,HLE60,,,,406F65,H2T,SPECIALIST AVIATION SERVICES,UNITED KINGDOM
G-KSSX,,AS29,,,,,,,,,,,,,,4.06E+31,L1P,PRIVATE,UNITED KINGDOM
G-KSVB,,PA24,,,,,,,,,,,,,,4016F0,L1P,PRIVATE,UNITED KINGDOM
G-KTCH,,MM16,,,,,,,,,,,,,,40763C,G1P,,UNITED KINGDOM
G-KTEA,,DR40,,,,,,,,,,,,,,407692,L1P,,UNITED KINGDOM
G-KTEE,,BALL,,,,,,,,,,,,,,403064,,PRIVATE,UNITED KINGDOM
G-KTKT,,BALL,,,,,,,,,,,,,,403FAE,,PRIVATE,UNITED KINGDOM
G-KTOW,,C42,,,,,,,,,,,,,,406A75,L1P,PRIVATE,UNITED KINGDOM
G-KTTY,,FOX,,,,,,,FOX,,,,,,,4039B7,L1P,PRIVATE,UNITED KINGDOM
G-KTWO,,C182,,,,,,,,,,,,,,401083,L1P,PRIVATE,UNITED KINGDOM
G-KUBE,HELICOPTER SERVICES,R44,RAVEN 2,,VCH,AD,,,TOA,,,,,,,404985,H1P,HELICOPTER SERVICES LTD,UNITED KINGDOM
G-KUBY,,PA18,,,,,,,,,,,,,,4077CF,L1P,,UNITED KINGDOM
G-KUGG,,AS29,,,,,,,,,,,,,,4063D5,L1P,PRIVATE,UNITED KINGDOM
G-KUIK,,ULAC,,,,,,,,,,,,,,404A32,,,UNITED KINGDOM
G-KUIP,,CRUZ,,,,,,,,,,,,,,4062D1,L1P,PRIVATE,UNITED KINGDOM
G-KULA,,SKRA,,,,,,,,,,,,,,404AF2,L1P,PRIVATE,UNITED KINGDOM
G-KUPP,,FDCT,,,,,,,,,,,,,,405535,L1P,PRIVATE,UNITED KINGDOM
G-KURK,,J3,,,,,,,,,,,,,,401FD8,L1P,PRIVATE,UNITED KINGDOM
G-KURT,,UNDEFINED,,,,,,,,,,,,,,406900000000,,,UNITED KINGDOM
G-KUTI,,FDCT,,,,,,,,,,,,,,40603F,L1P,PRIVATE,UNITED KINGDOM
G-KUTU,,QIC2,,,,,,,,,,,,,,402228,L1P,PRIVATE,UNITED KINGDOM
G-KUUI,,J3,,,,,,,,,,,,,,4.04E+65,L1P,PRIVATE,UNITED KINGDOM
G-KVBF,,BALL,,,,,,,,,,,,,,403F6F,,VIRGIN BALLOON FLIGHTS,UNITED KINGDOM
G-KVIP,CAPITAL AIR AMBULANCE,BE20,KING AIR 200,,VC,AD,,,EGL,,,,,,,400C2F,L2T,CAPITAL AIR CHARTER LTD,UNITED KINGDOM
G-KWAK,,SF25,,,,,,,,,,,,,,4048A3,L1P,PRIVATE,UNITED KINGDOM
G-KWFL,,EV97,,,,,,,,,,,,,,4071ED,L1P,PRIVATE,UNITED KINGDOM
G-KWIC,,ULAC,,,,,,,,,,,,,,404967,,,UNITED KINGDOM
G-KWKI,,QIC2,,,,,,,,,,,,,,4024BC,L1P,PRIVATE,UNITED KINGDOM
G-KWKR,,ULAC,,,,,,,,,,,,,,405E8D,,PRIVATE,UNITED KINGDOM
G-KWKX,,ULAC,,,,,,,,,,,,,,4.06E+87,,PRIVATE,UNITED KINGDOM
G-KXMS,,VENT,,,,,,,,,,,,,,406DDA,L1P,PRIVATE,UNITED KINGDOM
G-KXXI,,GLID,,,,,,,,,,,,,,405F87,,PRIVATE,UNITED KINGDOM
G-KYLA,,SR22,,,,,,,,,,,,,,407501,L1P,,UNITED KINGDOM
G-KYLE,,ULAC,,,,,,,,,,,,,,404DC5,,PRIVATE,UNITED KINGDOM
G-KYTE,,P28A,,,,,,,,,,,,,,402FEF,L1P,PRIVATE,UNITED KINGDOM
G-KYTT,,PA18,,,,,,,,,,,,,,40716F,L1P,PRIVATE,UNITED KINGDOM
G-KZEN,,GLID,,,,,,,,,,,,,,40797E,,,UNITED KINGDOM
G-LAAA,UK HEMS,EC35,,,,,,,HLE,,,HELIMED,,,,407F76,,LONDON AIR AMBULANCE,UNITED KINGDOM
G-LAAB,LONDON AIR AMBULANCE,EC35,,,,,,,,,,,,,,407FDD,,LONDON AIR AMBULANCE,UNITED KINGDOM
G-LAAC,,BALL,,,,,,,,,,,,,,404EDD,,PRIVATE,UNITED KINGDOM
G-LAAI,,D5TU,,,,,,,,,,,,,,4074D9,L1P,,UNITED KINGDOM
G-LABS,,EUPA,,,,,,,,,,,,,,4038C0,L1P,PRIVATE,UNITED KINGDOM
G-LACB,LAC FLYING SCHOOL,P28A,CHEROKEE WARRIOR II,,VC,P,,,,,,GLACB,,,,4031BF,L1P,LAC FLYING SCHOOL,UNITED KINGDOM
G-LACD,,P28A,,,,,,,,,,,,,,40406D,L1P,TARGET AVIATION LTD,UNITED KINGDOM
G-LACR,,FOX,,,,,,,FOX,,,,,,,40333E,L1P,PRIVATE,UNITED KINGDOM
G-LADD,,EN48,,,,,,,,,,,,,,404164,H1T,FOSCOMBE TRANSPORT LLP,UNITED KINGDOM
G-LADS,,AC11,,,,,,,,,,,,,,403291,L1P,PRIVATE,UNITED KINGDOM
G-LAFF,,BALL,,,,,,,,,,,,,,40640B,,,UNITED KINGDOM
G-LAFT,,DA40,,,,,,,,,,,,,,400DDA,L1P,AIRWAYS AVIATION ACADEMY LTD,UNITED KINGDOM
G-LAGR,,BALL,,,,,,,,,,,,,,402A69,,PRIVATE,UNITED KINGDOM
G-LAIN,,R22,,,,,,,,,,,,,,403524,H1P,STARTRADE HELI GMBH,UNITED KINGDOM
G-LAIR,EDWARD HOWARD,GLAS,GLASAIR,,VC,P,,,,,,GLAIR,,,,4034EE,L1P,,UNITED KINGDOM
G-LAKA,JET CONCIERGE CLUB,GL5T,,,,,,,JCO,,,,,,,408133,,,UNITED KINGDOM
G-LAKE,,LA25,,,,,,,,,,,,,,402BDD,A1P,PRIVATE,UNITED KINGDOM
G-LAKI,,DR10,,,,,,,,,,,,,,40222C,L1P,PRIVATE,UNITED KINGDOM
G-LALA,,C150,,,,,,,,,,,,,,4073F4,L1P,PRIVATE,UNITED KINGDOM
G-LALE,LONDON EXECUTIVE AVIATION,E35L,,,,,,,LNX,,,LONEX,,,,4063AE,L2J,LONDON EXECUTIVE AVIATION,UNITED KINGDOM
G-LAMI,,PA46,,,,,,,,,,,,,,407DAB,,,UNITED KINGDOM
G-LAMM,,EUPA,,,,,,,,,,,,,,403B55,L1P,PRIVATE,UNITED KINGDOM
G-LAMO,,GL5T,,,,,,,,,,,,,,407B29,L2J,,UNITED KINGDOM
G-LAMP,,BALL,,,,,,,,,,,,,,4043EF,,PRIVATE,UNITED KINGDOM
G-LAMS,,C152,,,,,,,,,,,,,,402BC3,L1P,PRIVATE,UNITED KINGDOM
G-LAMU,,DA62,,,,,,,,,,,,,,407C1A,L2P,,UNITED KINGDOM
G-LANE,,C172,,,,,,,,,,,,,,40222E,L1P,PRIVATE,UNITED KINGDOM
G-LANS,,C182,,,,,,,,,,,,,,40120A,L1P,PRIVATE,UNITED KINGDOM
G-LAOL,,P28T,,,,,,,,,,,,,,40425D,L1P,PRIVATE,UNITED KINGDOM
G-LAPL,,SF25,,,,,,,,,,,,,,407B1B,L1P,,UNITED KINGDOM
G-LARA,,DR40,,,,,,,,,,,,,,4033A7,L1P,PRIVATE,UNITED KINGDOM
G-LARD,,R66,,,,,,,,,,,,,,406CCD,H1T,PERRY FARMING COMPANY,UNITED KINGDOM
G-LARE,,PA30,,,,,,,,,,,,,,400CDC,L2P,PRIVATE,UNITED KINGDOM
G-LARK,,UNDEFINED,,,,,,,,,,,,,,40264A,,,UNITED KINGDOM
G-LARR,SKYHOOK HELICOPTERS,AS50,SQUIRREL,,VCH,AD,,,,,,GLARR,,,,401160,H1T,APOLLO AIR SERVICES LTD,UNITED KINGDOM
G-LASN,,SKRA,,,,,,,,,,,,,,404C3A,L1P,PRIVATE,UNITED KINGDOM
G-LASR,,GLAS,,,,,,,,,,,,,,403075,L1P,PRIVATE,UNITED KINGDOM
G-LASS,TERRANCE WHITE,VEZE,VARIEZE,,BC,P,,,,,,GLASS,,,,40222F,L1P,,UNITED KINGDOM
G-LASU,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,,,,
G-LATE,EXECUTIVE JET CHARTER,F2TH,,,,,,,EXJ,,,,,,,406204,L2J,EXECUTIVE JET CHARTER LTD,UNITED KINGDOM
G-LATO,ZENITH AVIATION LTD. - UNITED KINGDOM,C68A,,,,,,,BZE,,,BRAZIL AIR,,,,407989,L2J,ZENITH AVIATION LIMITED,UNITED KINGDOM
G-LAUD,,C208,,,,,,,,,,,,,,40704C,L1T,LOCH LOMOND SEAPLANES,UNITED KINGDOM
G-LAVA,,EC35,,,,,,,,,,,,,,4075B9,H2T,,UNITED KINGDOM
G-LAVE,,C172,,,,,,,,,,,,,,404000000000,L1P,PRIVATE,UNITED KINGDOM
G-LAVN,,G2CA,,,,,,,,,,,,,,4076A3,H1P,,UNITED KINGDOM
G-LAWA,CASTLE AIR LTD,A139,,,VCH,AD,,,CST,,,GLAWA,,,,40778D,H2T,,UNITED KINGDOM
G-LAWX,STARSPEED,S92,,,,,,,SSP,,,STARSPEED,,,,405FF2,H2T,STARSPEED LTD,UNITED KINGDOM
G-LAZL,,P28A,,,,,,,,,,,,,,4041B2,L1P,HIGHLAND AVIATION TRAINING LTD,UNITED KINGDOM
G-LAZR,,BALL,,,,,,,,,,,,,,40300000,,WICKERS WORLD LTD,UNITED KINGDOM
G-LAZZ,,GLST,,,,,,,,,,,,,,403CB8,L1P,PRIVATE,UNITED KINGDOM
G-LBAC,,EV97,,,,,,,,,,,,,,406723,L1P,PRIVATE,UNITED KINGDOM
G-LBDC,,B06,,,,,,,,,,,,,,4012BD,H1T,HELI LOGISTICS LTD,UNITED KINGDOM
G-LBMM,,P28A,,,,,,,,,,,,,,403037,L1P,PRIVATE,UNITED KINGDOM
G-LBRC,,P28T,,,,,,,,,,,,,,402BF6,L1P,PRIVATE,UNITED KINGDOM
G-LBRR,SKYHOOK HELICOPTERS,AS50,SQUIRREL,,VCH,AD,,,,,,GLBRR,,,,4078CD,H1T,,UNITED KINGDOM
G-LBSB,GAMA AVIATION,B350,,,,,,,GMA,,,GAMA,,,,4069D9,L2T,GAMA AVIATION,UNITED KINGDOM
G-LBUK,,BALL,,,,,,,,,,,,,,40496D,,PRIVATE,UNITED KINGDOM
G-LBUZ,,EV97,,,,,,,,,,,,,,4.04E+54,L1P,PRIVATE,UNITED KINGDOM
G-LCAA,CITYFLYER EXPRESS,E190,,,,,,,CFE,,,FLYER,,,,407776,L2J,,UNITED KINGDOM
G-LCAB,,E190,,,,,,,,,,,,,,407777,L2J,,UNITED KINGDOM
G-LCAC,,E190,,,,,,,,,,,,,,40799B,L2J,,UNITED KINGDOM
G-LCAD,,E190,,,,,,,,,,,,,,40799C,L2J,,UNITED KINGDOM
G-LCAE,,E190,,,,,,,,,,,,,,4079D0,L2J,,UNITED KINGDOM
G-LCAF,,E190,,,,,,,,,,,,,,4079D1,L2J,,UNITED KINGDOM
G-LCAG,,E190,,,,,,,,,,,,,,4079D2,L2J,,UNITED KINGDOM
G-LCAH,,E190,,,,,,,,,,,,,,4079D3,L2J,,UNITED KINGDOM
G-LCDH,GAMA AVIATION,CL60,,,,,,,GMA,,,GAMA,,,,4068C0,L2J,GAMA AVIATION,UNITED KINGDOM
G-LCFC,,A109,,,,,,,,,,,,,,406D24,H2T,CEILO DEL RAY CO LTD,UNITED KINGDOM
G-LCGL,,UNDEFINED,,,,,,,,,,,,,,403636,,,UNITED KINGDOM
G-LCKY,,FDCT,,,,,,,,,,,,,,405201,L1P,PRIVATE,UNITED KINGDOM
G-LCLE,,ZZZZ,,,,,,,,,,,,,,4068BA,,PRIVATE,UNITED KINGDOM
G-LCMW,,TL20,,,,,,,,,,,,,,405AFB,L1P,PRIVATE,UNITED KINGDOM
G-LCPL,,AS65,,,,,,,,,,,,,,404D46,H2T,CHARTERSTYLE LTD,UNITED KINGDOM
G-LCPX,,EC55,,,,,,,,,,,,,,400FA4,H2T,CHARTERSTYLE LTD,UNITED KINGDOM
G-LCTA,,P28A,,,,,,,,,,,,,,4077000000,L1P,,UNITED KINGDOM
G-LCTB,,P28A,,,,,,,,,,,,,,40770000000,L1P,,UNITED KINGDOM
G-LCTC,,P28A,,,,,,,,,,,,,,407700000000,L1P,,UNITED KINGDOM
G-LCTD,,P28A,,,,,,,,,,,,,,4077000000000,L1P,,UNITED KINGDOM
G-LCTE,,P28A,,,,,,,,,,,,,,4077EA,L1P,,UNITED KINGDOM
G-LCTF,,P28A,,,,,,,,,,,,,,4078B6,L1P,,UNITED KINGDOM
G-LCTG,,P28A,,,,,,,,,,,,,,4078B5,L1P,,UNITED KINGDOM
G-LCTH,,P28A,,,,,,,,,,,,,,40790E,L1P,,UNITED KINGDOM
G-LCTI,,P28A,,,,,,,,,,,,,,40790D,L1P,,UNITED KINGDOM
G-LCTJ,,P28A,,,,,,,,,,,,,,407963,L1P,,UNITED KINGDOM
G-LCTK,,P28A,,,,,,,,,,,,,,407964,L1P,,UNITED KINGDOM
G-LCTL,,P28A,,,,,,,,,,,,,,407965,L1P,,UNITED KINGDOM
G-LCTM,,P28A,,,,,,,,,,,,,,407A18,L1P,,UNITED KINGDOM
G-LCTN,,P28A,,,,,,,,,,,,,,407A17,L1P,,UNITED KINGDOM
G-LCTO,,P28A,,,,,,,,,,,,,,407B0E,L1P,,UNITED KINGDOM
G-LCTP,,P28A,,,,,,,,,,,,,,407B0F,L1P,,UNITED KINGDOM
G-LCTR,,P28A,,,,,,,,,,,,,,407B11,L1P,,UNITED KINGDOM
G-LCTS,,P28A,,,,,,,,,,,,,,407B10,L1P,,UNITED KINGDOM
G-LCUB,,PA18,,,,,,,,,,,,,,4018000,L1P,PRIVATE,UNITED KINGDOM
G-LCYD,,E170,,,,,,,CFE,,,FLYER,,,,40609A,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYE,,E170,,,,,,,CFE,,,FLYER,,,,406099,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYF,,E170,,,,,,,CFE,,,FLYER,,,,406098,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYG,,E170,,,,,,,CFE,,,FLYER,,,,406108,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYH,,E170,,,,,,,CFE,,,FLYER,,,,406109,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYI,,E170,,,,,,,CFE,,,FLYER,,,,40610000000,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYJ,,E190,,,,,,,CFE,,,FLYER,,,,406222,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYK,,E190,,,,,,,CFE,,,FLYER,,,,406230,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYL,,E190,,,,,,,CFE,,,FLYER,,,,406231,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYM,,E190,,,,,,,CFE,,,FLYER,,,,406279,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYN,,E190,,,,,,,CFE,,,FLYER,,,,4063C3,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYO,,E190,,,,,,,CFE,,,FLYER,,,,40650B,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYP,,E190,,,,,,,CFE,,,FLYER,,,,40658A,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYR,,E190,,,,,,,CFE,,,FLYER,,,,40676A,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYS,,E190,,,,,,,CFE,,,FLYER,,,,406B6C,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYT,,E190,,,,,,,CFE,,,FLYER,,,,406B6D,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYU,,E190,,,,,,,CFE,,,FLYER,,,,406C43,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYV,,E190,,,,,,,CFE,,,FLYER,,,,406D4E,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYW,,E190,,,,,,,CFE,,,FLYER,,,,407025,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYX,,E190,,,,,,,CFE,,,FLYER,,,,407040,L2J,BA CITYFLYER,UNITED KINGDOM
G-LCYY,BA CITYFLYER,E190,,,,,,,CFE,,,FLYER,,,,4074C6,L2J,NAC,UNITED KINGDOM
G-LCYZ,BA CITYFLYER,E190,,,,,,,CFE,,,FLYER,,,,4075A2,L2J,BA CITYFLYER,UNITED KINGDOM
G-LDAH,,SKRA,,,,,,,,,,,,,,404847,L1P,PRIVATE,UNITED KINGDOM
G-LDER,,GLID,,,,,,,,,,,,,,4058AE,,PRIVATE,UNITED KINGDOM
G-LDGA,,DA42,,,,,,,,,,,,,,40792D,L2P,,UNITED KINGDOM
G-LDGB,,DA40,,,,,,,,,,,,,,407962,L1P,,UNITED KINGDOM
G-LDGD,,DA40,,,,,,,,,,,,,,407473,L1P,,UNITED KINGDOM
G-LDGF,,DA42,,,,,,,,,,,,,,4079F4,L2P,,UNITED KINGDOM
G-LDGG,,DA42,,,,,,,,,,,,,,407C2D,L2P,,UNITED KINGDOM
G-LDGH,,DA40,,,,,,,,,,,,,,407CC4,L1P,,UNITED KINGDOM
G-LDMC,,A33P,,,,,,,,,,,,,,407AA6,,,UNITED KINGDOM
G-LDNG,,DA62,,,,,,,,,,,,,,407CD9,L2P,,UNITED KINGDOM
G-LDSA,,SLG4,,,,,,,,,,,,,,40714D,L1P,PRIVATE,UNITED KINGDOM
G-LDVO,,EUPA,,,,,,,,,,,,,,405D68,L1P,PRIVATE,UNITED KINGDOM
G-LDWS,,D150,,,,,,,,,,,,,,402077,L1P,PRIVATE,UNITED KINGDOM
G-LDYS,,BALL,,,,,,,,,,,,,,402230,,PRIVATE,UNITED KINGDOM
G-LEAA,LONDON EXECUTIVE AVIATION,C510,,,,,,,LNX,,,LONEX,,,,401352,L2J,LONDON EXECUTIVE AVIATION,UNITED KINGDOM
G-LEAC,,C510,,,,,,,,,,,,,,405942,L2J,BLINK,UNITED KINGDOM
G-LEAF,RVL AVIATION LTD,F406,CARAVAN 2,,VC,AD,,,REV,,,REV6AF,,,,403BAB,L2T,RVL AVIATION LTD,UNITED KINGDOM
G-LEAH,,PNR3,,,,,,,,,,,,,,400E8B,L1P,PRIVATE,UNITED KINGDOM
G-LEAM,,P28B,,,,,,,,,,,,,,402231,L1P,PRIVATE,UNITED KINGDOM
G-LEAS,,BALL,,,,,,,,,,,,,,404186,,PRIVATE,UNITED KINGDOM
G-LEAT,,BALL,,,,,,,,,,,,,,407058,,PRIVATE,UNITED KINGDOM
G-LEAU,,BALL,,,,,,,,,,,,,,402232,,PRIVATE,UNITED KINGDOM
G-LEAX,LONDON EXECUTIVE AVIATION,C56X,,,,,,,LNX,,,LONEX,,,,406266,L2J,LONDON EXECUTIVE AVIATION,UNITED KINGDOM
G-LEAZ,LONDON EXECUTIVE AVIATION,CL30,,,,,,,LNX,,,LONEX,,,,40689A,L2J,LONDON EXECUTIVE AVIATION,UNITED KINGDOM
G-LEBE,,EUPA,,,,,,,,,,,,,,40455F,L1P,PRIVATE,UNITED KINGDOM
G-LEDE,,CH60,,,,,,,,,,,,,,406086,L1P,PRIVATE,UNITED KINGDOM
G-LEED,,FOX,,,,,,,FOX,,,,,,,403424,L1P,PRIVATE,UNITED KINGDOM
G-LEEE,,ULAC,,,,,,,,,,,,,,4042DD,,,UNITED KINGDOM
G-LEEH,,BALL,,,,,,,,,,,,,,4.04E+39,,PRIVATE,UNITED KINGDOM
G-LEEK,,ESCP,,,,,,,,,,,,,,405F5C,L1P,,UNITED KINGDOM
G-LEEN,,PULS,,,,,,,,,,,,,,402500000000,L1P,PRIVATE,UNITED KINGDOM
G-LEES,,DG40,,,,,,,,,,,,,,402CAB,L1P,,UNITED KINGDOM
G-LEEZ,,B06,,,,,,,,,,,,,,402CA0,H1T,PENNINE HELICOPTERS LTD,UNITED KINGDOM
G-LEGC,LONDON EXECUTIVE AVIATION,E35L,,,,,,,LNX,,,LONEX,,,,4064DB,L2J,LONDON EXECUTIVE AVIATION,UNITED KINGDOM
G-LEGD,,SPIT,,,,,,,,,,,,,,407B9F,,,UNITED KINGDOM
G-LEGG,,C182,,,,,,,,,,,,,,402100000,L1P,PRIVATE,UNITED KINGDOM
G-LEGO,,BALL,,,,,,,,,,,,,,4.02E+46,,PRIVATE,UNITED KINGDOM
G-LEGY,,ULAC,,,,,,,,,,,,,,405F6E,,,UNITED KINGDOM
G-LEGZ,,AC90,,,,,,,,,,,,,,40743F,L2T,,UNITED KINGDOM
G-LELE,,BALL,,,,,,,,,,,,,,4045FC,,PRIVATE,UNITED KINGDOM
G-LEMI,,RV8,,,,,,,,,,,,,,406525,L1P,PRIVATE,UNITED KINGDOM
G-LEMM,,BALL,,,,,,,,,,,,,,405D9F,,PRIVATE,UNITED KINGDOM
G-LEMP,,ULAC,,,,,,,,,,,,,,406D57,,PRIVATE,UNITED KINGDOM
G-LENI,,AS55,,,,,,,,,,,,,,4011B6,H2T,GRID DEFENCE SYSTEMS LTD,UNITED KINGDOM
G-LENM,,RJ85,,,,,,,,,,,,,,406664,,,UNITED KINGDOM
G-LENN,,BALL,,,,,,,,,,,,,,402CA3,,PRIVATE,UNITED KINGDOM
G-LENO,,ULAC,,,,,,,,,,,,,,4081B7,,,UNITED KINGDOM
G-LENZ,RENNETA,SR20,,,VC,P,,,,,,GLENZ,,EMERGENCY BALLISTIC DEVICE,,407100000000,L1P,PRIVATE,UNITED KINGDOM
G-LEOD,,CAMP,,,,,,,,,,,,,,404EF3,L1P,PRIVATE,UNITED KINGDOM
G-LEOG,,AS50,,,,,,,,,,,,,,406EAF,H1T,LEO GROUP LTD,UNITED KINGDOM
G-LEOS,,DR40,,,,,,,,,,,,,,402D2D,L1P,PRIVATE,UNITED KINGDOM
G-LEPR,,EFOX,,,,,,,,,,,,,,40760C,L1P,,UNITED KINGDOM
G-LERE,,AT75,,,,,,,AUR,,,AYLINE,,,,407201,L2T,AURIGNY AIR SERVICES,UNITED KINGDOM
G-LESH,,UNDEFINED,,,,,,,,,,,,,,4061A9,,,UNITED KINGDOM
G-LESO,ASCEND AIRWAYS,B38M,,,,,,,SYG,,,,,,,40826A,,,UNITED KINGDOM
G-LESZ,,UNDEFINED,,,,,,,,,,,,,,404864,,,UNITED KINGDOM
G-LETS,,RV7,,,,,,,,,,,,,,406174,L1P,,UNITED KINGDOM
G-LEVI,,CH7A,,,,,,,,,,,,,,403140,L1P,PRIVATE,UNITED KINGDOM
G-LEXX,,RV8,,,,,,,,,,,,,,404722,L1P,PRIVATE,UNITED KINGDOM
G-LEXY,,RV8,,,,,,,,,,,,,,4057000,L1P,PRIVATE,UNITED KINGDOM
G-LEYA,,P32R,,,,,,,,,,,,,,4.06E+33,L1P,PRIVATE,UNITED KINGDOM
G-LEZE,,LGEZ,,,,,,,,,,,,,,405E6D,L1P,PRIVATE,UNITED KINGDOM
G-LFBD,,C25A,,,,,,,,,,,,,,406FCB,L2J,CENTRELINE AIR CHARTER LTD,UNITED KINGDOM
G-LFES,,GLID,,,,,,,,,,,,,,4066D7,,,UNITED KINGDOM
G-LFEZ,,GLID,,,,,,,,,,,,,,4068A3,,,UNITED KINGDOM
G-LFIX,,SPIT,,,,,,,,,,,,,,402236,L1P,PRIVATE,UNITED KINGDOM
G-LFLF,,GYRO,,,,,,,,,,,,,,40799F,,,UNITED KINGDOM
G-LFSA,LIVERPOOL FLYING SCHOOL,PA38,TOMAHAWK,,VC,P,,,,,,GLFSA,,,,402142,L1P,LIVERPOOL FLYING SCHOOL LTD,UNITED KINGDOM
